name,tags
Farlight 84,"Free to Play,Battle Royale,Hero Shooter,Vehicular Combat,Sci-fi,Early Access,Shooter,MOBA,Multiplayer,Third-Person Shooter,Massively Multiplayer,Third Person,3D,Adventure,Post-apocalyptic,PvP,Action,Survival,Futuristic,Character Customization,+"
City Car Driving,"Simulation,Driving,Automobile Sim,Survival Horror,Open World,Realistic,Multiplayer,Singleplayer,Racing,First-Person,VR,Moddable,Physics,Indie,Family Friendly,Psychological Horror,Education,Adventure,Casual,Horror,+"
RutonyChat,"Utilities,Video Production,Design & Illustration,Animation & Modeling,Software,+"
Not For Broadcast,"Adventure,1980s,Dystopian,Choices Matter,Simulation,Dark Comedy,Story Rich,FMV,Multiple Endings,Political Sim,Choose Your Own Adventure,Management,Interactive Fiction,Political,Atmospheric,Point & Click,Alternate History,First-Person,Singleplayer,Indie,+"
Project Zomboid,"Survival,Zombies,Open World,Open World Survival Craft,Multiplayer,Sandbox,Post-apocalyptic,Co-op,Crafting,Indie,Simulation,Building,RPG,Survival Horror,Realistic,Isometric,Singleplayer,2D,Early Access,Adventure,+"
GUILTY GEAR -STRIVE-,"2D Fighter,Fighting,Anime,Great Soundtrack,2.5D,PvP,Arcade,Lore-Rich,2D,Action,3D,Story Rich,Multiplayer,Fantasy,Local Multiplayer,Combat,Drama,Cinematic,Casual,Singleplayer,+"
Pathologic 2,"Story Rich,Atmospheric,Choices Matter,RPG,Difficult,Detective,Immersive Sim,Singleplayer,Survival,Surreal,Psychological Horror,Survival Horror,Open World,Adventure,Dystopian,Indie,Dark,CRPG,First-Person,Isometric,+"
Escape the Backrooms,"Horror,Multiplayer,Psychological Horror,Online Co-Op,First-Person,Survival Horror,Co-op,Adventure,Exploration,Action,Indie,Early Access,3D,VR,Escape Room,Singleplayer,Action-Adventure,Casual,Stealth,Dungeon Crawler,+"
Army of Ruin,"Bullet Hell,Roguelite,Top-Down,Shoot 'Em Up,3D,Casual,Action Roguelike,Action,Shooter,Medieval,Stylized,Cartoony,Colorful,Family Friendly,Procedural Generation,Fantasy,Magic,Zombies,PvE,Indie,+"
Hades,"Action Roguelike,Hack and Slash,Roguelite,Indie,Action,Mythology,Roguelike,RPG,Great Soundtrack,Singleplayer,Story Rich,Dungeon Crawler,Replay Value,Isometric,Difficult,Action RPG,Hand-drawn,Atmospheric,Perma Death,Souls-like,+"
Vampyr,"Vampire,RPG,Choices Matter,Story Rich,Open World,Action,Singleplayer,Atmospheric,Third Person,Horror,Dark Fantasy,Violent,Dark,Gore,Adventure,Sexual Content,Great Soundtrack,Stealth,Souls-like,Nudity,+"
Internet Cafe Simulator 2,"Simulation,Management,Exploration,3D,Memes,Sandbox,First-Person,Arcade,Life Sim,Immersive Sim,Realistic,Singleplayer,Economy,Atmospheric,Sexual Content,Hacking,Funny,Open World,Indie,Multiple Endings,+"
Hunt: Showdown - Legends of the Bayou,"Action,Horror,Shooter,Western,Zombies,Atmospheric,Gore,Blood,Female Protagonist,Team-Based,Violent,Perma Death,Survival,PvP,+"
Smalland: Survive the Wilds,"Early Access,Survival,Open World Survival Craft,Multiplayer,Base Building,Online Co-Op,Open World,Crafting,Building,Singleplayer,Exploration,Co-op,Sandbox,Adventure,RPG,Action-Adventure,Character Customization,Third Person,First-Person,City Builder,+"
Lost Light,"Free to Play,Shooter,Survival,Multiplayer,Action,Massively Multiplayer,Battle Royale,Third-Person Shooter,Gun Customization,FPS,PvP,Looter Shooter,Third Person,3D,Post-apocalyptic,Open World,Sandbox,War,Controller,Zombies,+"
Viewfinder,"Puzzle Platformer,First-Person,Puzzle,Singleplayer,Psychological,3D Platformer,Dark Humor,Surreal,Action-Adventure,Adventure,Physics,Atmospheric,Narration,Exploration,Colorful,Story Rich,Abstract,Platformer,Stylized,Retro,+"
"Gunner, HEAT, PC!","Early Access,Simulation,Tanks,Realistic,Vehicular Combat,Immersive Sim,Military,Cold War,1980s,Modern,Historical,Action,Shooter,FPS,Wargame,3D,First-Person,Third Person,Alternate History,Destruction,+"
Bread & Fred,"Co-op,Local Co-Op,Cute,Pixel Graphics,2D Platformer,Precision Platformer,Psychological Horror,2D,Comedy,Difficult,Family Friendly,Funny,Platformer,Multiplayer,Local Multiplayer,Side Scroller,Snow,Casual,Controller,Colorful,+"
Two Worlds II HD,"RPG,Open World,Fantasy,Third Person,Exploration,Singleplayer,Action RPG,Multiplayer,Adventure,Co-op,Crafting,Story Rich,Action,Hack and Slash,Dark Fantasy,Medieval,Magic,Inventory Management,Atmospheric,Sandbox,+"
Library Of Ruina,"Story Rich,Strategy,Card Game,Difficult,Deckbuilding,Turn-Based Combat,Singleplayer,Indie,Psychological Horror,Visual Novel,Gore,Turn-Based,Great Soundtrack,RPG,Card Battler,Anime,Horror,2D,Turn-Based Strategy,Action,+"
Tiny Bunny,"Visual Novel,Horror,Atmospheric,Story Rich,Dark,Psychological Horror,Choices Matter,Singleplayer,2D,Gore,Adventure,Interactive Fiction,Point & Click,Violent,Mature,Anime,Cute,Great Soundtrack,Early Access,Indie,+"
MudRunner,"Offroad,Simulation,Automobile Sim,Driving,Multiplayer,Realistic,Open World,Physics,Co-op,Online Co-Op,Mod,Moddable,Singleplayer,Racing,Sandbox,Exploration,Atmospheric,Adventure,First-Person,Third Person,+"
Crusader Kings III,"Strategy,Simulation,RPG,Grand Strategy,Medieval,Historical,Management,RTS,Character Customization,Life Sim,4X,Singleplayer,Sandbox,Choices Matter,War,Economy,Moddable,Political,Multiplayer,Real-Time with Pause,+"
WARNO,"Early Access,Wargame,Military,Real Time Tactics,RTS,Cold War,War,Strategy,Tanks,Artificial Intelligence,Real-Time,PvP,Turn-Based Strategy,Alternate History,Historical,Tactical,Simulation,Realistic,Bullet Time,Team-Based,+"
Stronghold HD,"Real Time Tactics,City Builder,Colony Sim,Sandbox,Building,Medieval,Tower Defense,Economy,Base Building,RTS,Strategy,2D,Isometric,Funny,Historical,Simulation,Open World,Atmospheric,Comedy,Resource Management,+"
Euro Truck Simulator 2 - Wielton Trailer Pack,"Simulation,Indie,+"
iRacing,"Racing,Automobile Sim,Simulation,Sports,VR,Driving,Massively Multiplayer,Multiplayer,Realistic,Singleplayer,Controller,eSports,First-Person,Open World,+"
RimWorld,"Colony Sim,Base Building,Survival,Strategy,Sandbox,Management,Building,Simulation,Singleplayer,City Builder,Moddable,Open World,Procedural Generation,2D,Sci-fi,Indie,Space,Tactical RPG,Western,Cartoony,+"
Do Not Feed the Monkeys,"Point & Click,Political Sim,Management,2D,Dark Humor,Strategy,Multiple Endings,Funny,Choices Matter,Story Rich,Pixel Graphics,Simulation,Adventure,Dystopian,Resource Management,Atmospheric,Singleplayer,Nudity,Sexual Content,Mature,+"
Soundpad,"Utilities,Audio Production,Music,Software,Violent,Difficult,Great Soundtrack,Action,Nudity,+"
Dead Cells: The Bad Seed,"Action,Indie,Roguelike,Metroidvania,Roguelite,Pixel Graphics,Souls-like,2D,+"
A Plague Tale: Innocence,"Story Rich,Adventure,Stealth,Female Protagonist,Medieval,Atmospheric,Singleplayer,Action,Third Person,Dark,Horror,Historical,Great Soundtrack,Violent,Emotional,Survival,Puzzle,Dark Fantasy,Post-apocalyptic,Walking Simulator,+"
Dark Deception Complete,"Action,Indie,Adventure,Horror,RPG,Runner,Difficult,First-Person,Free to Play,Multiplayer,Singleplayer,+"
Let's! Revolution!,"Turn-Based Strategy,Colorful,Singleplayer,Grid-Based Movement,Roguelike,Turn-Based Tactics,Logic,Relaxing,Casual,Puzzle,Strategy,Dungeon Crawler,Roguelite,2D,Funny,Procedural Generation,Perma Death,Hand-drawn,Tactical,Class-Based,+"
Contraband Police,"Open World,Action,First-Person,Multiple Endings,1980s,Realistic,Automobile Sim,Simulation,Singleplayer,Story Rich,FPS,Survival,Action-Adventure,Management,Immersive Sim,Detective,Physics,Destruction,Atmospheric,Indie,+"
Stronghold Crusader 2,"Strategy,Medieval,City Builder,RTS,Multiplayer,Simulation,Historical,Co-op,Building,Classic,Singleplayer,Resource Management,Atmospheric,Sandbox,Action,Tactical,Open World,Adventure,Survival,Indie,+"
Euro Truck Simulator 2 - Renault Trucks T Tuning Pack,"Simulation,Indie,Driving,+"
Transport Fever 2,"Simulation,Strategy,Management,Transportation,City Builder,Trains,Economy,Sandbox,Building,Singleplayer,Realistic,Moddable,Open World,Flight,Resource Management,Games Workshop,Naval,Indie,Casual,Historical,+"
SnowRunner - Jeep Dual Pack,"Adventure,Simulation,+"
Prison Architect,"Simulation,Building,Sandbox,Strategy,Base Building,Colony Sim,Management,City Builder,2D,Top-Down,Economy,Resource Management,Multiplayer,Singleplayer,Capitalism,Moddable,Funny,Replay Value,Indie,Casual,+"
Day of Dragons,"Simulation,Dragons,Survival,Indie,Early Access,Multiplayer,RPG,Open World,Sandbox,Fantasy,Flight,Exploration,PvP,Immersive Sim,Survival Horror,3D,Tactical RPG,First-Person,Realistic,Third Person,+"
Cyber Hunter,"Free to Play,Battle Royale,Massively Multiplayer,Action,FPS,Open World,Multiplayer,Survival,Co-op,Shooter,Third-Person Shooter,Controller,Anime,PvP,Third Person,Sexual Content,Cyberpunk,Character Customization,Nudity,Singleplayer,+"
Sons Of The Forest,"Survival,Open World,Multiplayer,Survival Horror,Co-op,Base Building,Crafting,Horror,First-Person,Exploration,Adventure,Building,Singleplayer,Atmospheric,Action-Adventure,Sandbox,Action,Simulation,Early Access,Immersive Sim,+"
Songs of Conquest,"Early Access,Strategy,Turn-Based Strategy,Adventure,Turn-Based Combat,Pixel Graphics,Turn-Based Tactics,Fantasy,Strategy RPG,Atmospheric,Old School,Singleplayer,Story Rich,Multiplayer,Tactical RPG,Tactical,PvP,Online Co-Op,2.5D,Local Multiplayer,+"
Children of Morta,"Multiplayer,Roguelike,Hack and Slash,Action Roguelike,Roguelite,Pixel Graphics,Online Co-Op,RPG,Action,Local Co-Op,Dungeon Crawler,Singleplayer,Story Rich,Co-op,Isometric,2D,Action RPG,Procedural Generation,Fantasy,Action-Adventure,+"
Divinity: Original Sin - Enhanced Edition,"RPG,Turn-Based,Co-op,Adventure,Fantasy,Party-Based RPG,Strategy,Story Rich,Turn-Based Combat,Character Customization,Open World,CRPG,Singleplayer,Local Co-Op,Isometric,Multiplayer,Indie,Turn-Based Strategy,Great Soundtrack,Split Screen,+"
Limbus Company,"Lore-Rich,RPG,Story Rich,Turn-Based Tactics,Strategy RPG,Turn-Based Combat,Strategy,Anime,Singleplayer,Visual Novel,PvE,Action,Turn-Based Strategy,2D,Dark Fantasy,Free to Play,Roguelite,Sci-fi,Colorful,Cartoon,+"
Fisher Online,"Fishing,Simulation,Massively Multiplayer,Early Access,Indie,+"
Warface,"Free to Play,FPS,Realistic,Multiplayer,Shooter,Action,PvP,Co-op,Gun Customization,Character Customization,First-Person,Online Co-Op,Tactical,Strategy,Massively Multiplayer,Military,Team-Based,Adventure,Moddable,Class-Based,+"
Hearts of Iron IV,"Strategy,World War II,Grand Strategy,War,Historical,Military,Alternate History,Multiplayer,Simulation,Tactical,Real-Time with Pause,Singleplayer,RTS,Diplomacy,Sandbox,Co-op,Competitive,Strategy RPG,Open World,Action,+"
Katana ZERO,"Pixel Graphics,Action,Great Soundtrack,Story Rich,Platformer,Cyberpunk,2D Platformer,Indie,2D,Hack and Slash,Fast-Paced,Violent,Difficult,Singleplayer,Time Manipulation,Ninja,Gore,Retro,Noir,Sci-fi,+"
Squad,"Military,Realistic,FPS,Multiplayer,Team-Based,Tactical,Shooter,War,First-Person,Action,Massively Multiplayer,Strategy,Modern,Base Building,Simulation,Wargame,Open World,Immersive Sim,Atmospheric,PvP,+"
Factorio,"Automation,Base Building,Resource Management,Sandbox,Crafting,Strategy,Multiplayer,Survival,Management,Open World,Building,Co-op,2D,Moddable,Singleplayer,Trains,Simulation,Pixel Graphics,City Builder,Indie,+"
Russian Fishing 4,"Fishing,Free to Play,Simulation,Multiplayer,Nature,Realistic,Immersive Sim,Crafting,Relaxing,First-Person,Sports,Atmospheric,Singleplayer,Open World,Survival,Massively Multiplayer,Casual,Adventure,RPG,Family Friendly,+"
Otherworld Legends 战魂铭人,"Co-op,RPG,Action,Roguelike,Pixel Graphics,Multiplayer,Indie,Hack and Slash,Metroidvania,Roguelite,Roguevania,Underground,Dark,Retro,Combat,Perma Death,Controller,Exploration,Singleplayer,Dungeon Crawler,+"
EVERSPACE™ 2,"Space,Adventure,Flight,Spaceships,Simulation,6DOF,Action,Sci-fi,Action-Adventure,Story Rich,Singleplayer,Atmospheric,Open World,Action RPG,Shooter,Space Sim,Looter Shooter,Arcade,3D,RPG,+"
Left 4 Dead 2,"Zombies,Co-op,FPS,Multiplayer,Shooter,Online Co-Op,Action,Survival,Horror,First-Person,Gore,Team-Based,Moddable,Survival Horror,Post-apocalyptic,Singleplayer,Adventure,Local Co-Op,Replay Value,Tactical,+"
FOREWARNED,"Horror,Online Co-Op,Survival Horror,Co-op,Multiplayer,Psychological Horror,VR,PvE,Survival,Asymmetric VR,Action-Adventure,Dark,Atmospheric,PvP,Exploration,First-Person,Adventure,Action,3D,Early Access,+"
KARDS - The WW2 Card Game,"Free to Play,Card Game,World War II,Trading Card Game,Wargame,Board Game,Turn-Based Strategy,PvP,Strategy,Top-Down,Turn-Based Combat,Deckbuilding,Tanks,Historical,Casual,Realistic,Multiplayer,Military,War,Singleplayer,+"
Garry's Mod,"Sandbox,Multiplayer,Funny,Moddable,Building,Mod,Comedy,Co-op,First-Person,Physics,Simulation,Online Co-Op,FPS,Singleplayer,Action,Animation & Modeling,Shooter,Indie,Massively Multiplayer,Adventure,+"
MORDHAU,"Medieval,Multiplayer,First-Person,Swordplay,Gore,PvP,Online Co-Op,Action,Fighting,PvE,Character Customization,Hack and Slash,Team-Based,Third Person,Realistic,Competitive,Historical,Indie,Survival,FPS,+"
V Rising - Sinister Evolution Pack,"Action,Adventure,Massively Multiplayer,+"
PC Building Simulator,"Simulation,Education,Immersive Sim,Building,Management,Sandbox,First-Person,3D,Life Sim,Realistic,Casual,Relaxing,Singleplayer,Funny,Hardware,Puzzle,Modern,Inventory Management,Atmospheric,Indie,+"
Stardew Valley,"Farming Sim,Life Sim,Pixel Graphics,Multiplayer,RPG,Relaxing,Agriculture,Simulation,Crafting,Sandbox,Indie,Building,Singleplayer,Casual,Open World,2D,Cute,Great Soundtrack,Dating Sim,Fishing,+"
Arma 3 Marksmen,"Simulation,Action,Strategy,Multiplayer,Military,FPS,Singleplayer,+"
Unturned - Permanent Gold Upgrade,"Free to Play,Survival,Zombies,Multiplayer,Open World,Adventure,Action,Crafting,Sandbox,Shooter,Co-op,FPS,Singleplayer,Post-apocalyptic,Indie,Casual,Funny,Massively Multiplayer,RPG,Horror,+"
"Warhammer 40,000: Darktide","Warhammer 40K,Gore,Adventure,Online Co-Op,Multiplayer,PvE,FPS,Survival Horror,Shooter,Hack and Slash,Character Customization,First-Person,Co-op,Action,Violent,Atmospheric,Sci-fi,Dark Fantasy,Looter Shooter,Horror,+"
The Forest,"Open World Survival Craft,Survival,Open World,Horror,Crafting,Adventure,Building,Survival Horror,First-Person,Action,Exploration,Sandbox,Atmospheric,Singleplayer,Simulation,Gore,Realistic,Indie,Early Access,Zombies,+"
Terraria,"Open World Survival Craft,Sandbox,Survival,2D,Multiplayer,Adventure,Pixel Graphics,Crafting,Building,Exploration,Co-op,Open World,Online Co-Op,Indie,Action,RPG,Singleplayer,Replay Value,Platformer,Atmospheric,+"
Caliber: Starter Pack,"Massively Multiplayer,Action,Free to Play,Violent,Third Person,Shooter,Online Co-Op,Multiplayer,Class-Based,Atmospheric,Co-op,Tactical,Character Customization,eSports,Team-Based,+"
Euro Truck Simulator 2 - Cabin Accessories,"Simulation,Indie,Singleplayer,Driving,Open World,Realistic,Casual,Mod,Atmospheric,Moddable,First-Person,+"
Empires of the Undergrowth,"Strategy,Simulation,Base Building,City Builder,Colony Sim,Building,Management,Survival,Sandbox,Resource Management,RTS,Moddable,Open World,Economy,Singleplayer,Crafting,Automation,2D,Early Access,Replay Value,+"
Cities: Skylines II,"Simulation,City Builder,Building,Singleplayer,Strategy,Multiplayer,Sandbox,Management,Economy,Realistic,Moddable,Atmospheric,Casual,+"
Prison Simulator,"RPG,Casual,Simulation,Crime,Action,Singleplayer,FPS,First-Person,Realistic,Sandbox,Atmospheric,Funny,Dark Comedy,Stealth,Story Rich,Open World,Trading,Inventory Management,Conversation,Combat,+"
South of the Circle,"Interactive Fiction,Adventure,Story Rich,Drama,Cinematic,Atmospheric,Singleplayer,Stylized,Cold War,Minimalist,Narration,Emotional,Linear,Soundtrack,Romance,Point & Click,+"
20 Minutes Till Dawn,"Action Roguelike,Bullet Hell,Shoot 'Em Up,Top-Down Shooter,Roguelite,Lovecraftian,Twin Stick Shooter,Roguelike,Action RPG,2D,Tutorial,Pixel Graphics,RPG,Top-Down,Action,Controller,Gun Customization,Dark Fantasy,Score Attack,Survival,+"
Path of Exile,"Free to Play,Action RPG,Hack and Slash,RPG,Multiplayer,Loot,Dungeon Crawler,Massively Multiplayer,Character Customization,Inventory Management,MMORPG,Action,Fantasy,Isometric,Adventure,Singleplayer,Online Co-Op,PvP,Co-op,Horror,+"
Risk of Rain 2,"Third-Person Shooter,Action Roguelike,Multiplayer,Action,Co-op,Roguelite,Looter Shooter,Roguelike,Loot,Online Co-Op,Shooter,Difficult,Third Person,Indie,Survival,Singleplayer,Great Soundtrack,Soundtrack,Early Access,Bullet Hell,+"
War Selection,"Strategy,Base Building,Free to Play,RTS,Multiplayer,Military,Massively Multiplayer,War,Online Co-Op,PvP,Singleplayer,Survival,Historical,Co-op,Management,Indie,PvE,Early Access,Atmospheric,Replay Value,+"
Only Up!,"3D Platformer,Parkour,Difficult,Casual,Bullet Time,Adventure,Open World,Third Person,Physics,Psychological Horror,Exploration,Platformer,Story Rich,Arcade,Replay Value,Atmospheric,Roguelike,Cinematic,Simulation,Surreal,+"
Techtonica,"Simulation,Automation,Strategy,Building,Base Building,City Builder,Resource Management,Sandbox,Crafting,Management,Exploration,Immersive Sim,First-Person,Colorful,Sci-fi,Co-op,Multiplayer,Online Co-Op,Singleplayer,Early Access,+"
MudRunner - American Wilds Expansion,"Simulation,Driving,Multiplayer,Offroad,+"
"Love, Money, Rock'n'Roll","Visual Novel,Anime,1980s,Atmospheric,Multiple Endings,Choices Matter,Story Rich,Romance,Detective,Drama,Cute,Choose Your Own Adventure,Investigation,Interactive Fiction,2D,Colorful,Dating Sim,Casual,Simulation,Comedy,+"
Metal: Hellsinger,"Rhythm,Atmospheric,FPS,Singleplayer,Action,Music,Shooter,Demons,Combat,First-Person,Adventure,Female Protagonist,Score Attack,3D,Stylized,Cinematic,Dark Fantasy,Dark,Narration,Fantasy,+"
Cuphead,"Difficult,Cartoon,Co-op,Platformer,Great Soundtrack,Local Co-Op,2D,Hand-drawn,Multiplayer,Indie,Retro,Cartoony,Bullet Hell,Action,Shoot 'Em Up,Singleplayer,Side Scroller,Colorful,Funny,Atmospheric,+"
MechWarrior 5: Mercenaries,"Mechs,Simulation,FPS,Action,Shooter,Co-op,Vehicular Combat,First-Person,Moddable,Destruction,3D,Singleplayer,Online Co-Op,Combat,Futuristic,Tutorial,Economy,Management,PvE,Resource Management,+"
Warspear Online,"Free to Play,MMORPG,Pixel Graphics,Massively Multiplayer,RPG,Multiplayer,Online Co-Op,Difficult,Retro,Fantasy,Atmospheric,PvP,2D,Adventure,Story Rich,Open World,+"
Among Us,"Multiplayer,Online Co-Op,Social Deduction,Space,Survival,2D,Funny,Psychological,Co-op,Party Game,Cartoony,Local Multiplayer,Casual,Action,Colorful,PvP,Minigames,Sci-fi,Top-Down,Aliens,+"
Stellaris,"Space,Grand Strategy,Strategy,Sci-fi,4X,Exploration,Sandbox,Simulation,Multiplayer,Real-Time with Pause,Moddable,Singleplayer,Diplomacy,Management,Futuristic,Military,Replay Value,Atmospheric,Great Soundtrack,Procedural Generation,+"
Golf It!,"Multiplayer,Mini Golf,Golf,Casual,Sports,Funny,Early Access,Online Co-Op,Simulation,Singleplayer,Level Editor,Indie,Local Multiplayer,Sandbox,Co-op,Family Friendly,Memes,Difficult,VR,Strategy,+"
V Rising,"Early Access,Open World,Survival,Base Building,Vampire,Multiplayer,Crafting,PvP,PvE,Online Co-Op,Building,Hack and Slash,Sandbox,Exploration,Massively Multiplayer,Action,Action-Adventure,Singleplayer,Dark Fantasy,Adventure,+"
Vampire Survivors: Legacy of the Moonspell,"Action,Indie,Casual,RPG,Bullet Hell,Roguelike,Singleplayer,+"
SnowRunner - Season 4: New Frontiers,"Adventure,Simulation,Racing,+"
